product_name,categories_tags,ingredients_text,fat_100g,sugars_100g,proteins_100g
Classic cream of chicken condensed soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, modified food starch, soybean oil, wheat flour, contains less than 2% of cooked dark meat chicken, cooked white meat chicken, salt, whey powder (milk), cooked mechanically separated chicken, chicken fat, soy protein concentrate, potassium chloride, yeast extract, sugar, disodium inosinate and disodium guanylate, cultured cream, onion powder, cream, disodium phosphate, natural flavors (contains milk), isolated soy protein, cornstarch, milk solids, soy lecithin, beta carotene (color).",4.88,0.81,1.63
"Classic condensed soup, tomato","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Tomato puree (water, tomato paste), water, wheat flour, sugar, contains less than 2% of salt, potassium chloride, ascorbic acid, citric acid, natural flavors, rosemary extract (antioxidant).",0.0,8.13,1.63
Classic chicken noodle condensed soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, enriched egg noodles (semolina [wheat], whole egg, niacin, ferrous sulfate [iron], thiamine mononitrate, riboflavin, folic acid), cooked white chicken meat, contains less than 2% of cornstarch, salt, chicken fat, cooked mechanically separated chicken, potassium chloride, yeast extract, natural flavor, garlic powder, onion powder, inactive dried yeast, beta carotene (color).",1.63,0.0,2.44
"Condensed soup, cream of celery","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Water, celery, modified food starch, wheat flour, soybean oil, contains less than 2% of whey powder, sea salt, potassium chloride, soy protein concentrate, disodium inosinate and disodium guanylate, yeast extract, natural flavors (milk), salt, maltodextrin, onion powder, disodium phosphate, corn syrup solids, soy lecithin, citric acid, beta carotene (color).",2.03,1.63,0.81
"Condensed soup, chicken & rice","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, rice, cooked chicken meat, contains 2% or less of carrots, modified food starch, salt, celery, chicken fat, potassium chloride, yeast extract, onion powder, natural flavor, disodium inosinate, disodium guanylate, beta carotene (color), sodium phosphate, garlic powder, soy lecithin.",1.22,0.0,1.63
"Vegetarian vegetable condensed soup, classic","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Water, potatoes, tomato puree (water, tomato paste), carrots, peas, corn, green beans, cornstarch, diced tomatoes in tomato juice, enriched macaroni product (semolina [wheat], egg whites, niacin, ferrous sulfate [iron], thiamine mononitrate, riboflavin, folic acid), celery, contains less than 2% of sugar, sea salt, potassium chloride, dehydrated onion, yeast extract, salt, carrot juice concentrate, onion powder, disodium inosinate and disodium guanylate, onion juice concentrate, corn syrup solids, dehydrated garlic, natural flavors, citric acid, spices, natural extractives of paprika (color).",0.0,3.25,2.44
"Classic condensed soup, cream of chicken","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Chicken broth, modified food starch, soybean oil, wheat flour, contains less than 2% of cooked dark meat chicken, cooked white meat chicken, salt, whey powder (milk), cooked mechanically separated chicken, chicken fat, soy protein concentrate, potassium chloride, yeast extract, sugar, disodium inosinate and disodium guanylate, cultured cream, onion powder, cream, disodium phosphate, natural flavors (contains milk), isolated soy protein, cornstarch, milk solids, soy lecithin, beta carotene (color).",4.88,0.81,1.63
Classic cream of mushroom condensed soup,"en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Water, mushrooms, modified food starch, soybean oil, wheat flour, contains 2% or less of salt, corn fiber, whey powder, soy protein concentrate, yeast extract, disodium inosinate, disodium guanylate, potassium chloride, titanium dioxide (color), natural flavors (milk), maltodextrin, nonfat dry milk, cultured cream, disodium phosphate, mushroom powder, cream, whey protein concentrate, cultured whey, whey solids, onion powder, garlic powder, soy lecithin.",4.07,0.81,0.81
"Tomato condensed soup, classic","en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups","Tomato puree (water, tomato paste), water, wheat flour, sugar, contains less than 2% of salt, potassium chloride, ascorbic acid, citric acid, natural flavors, rosemary extract (antioxidant).",0.0,8.13,1.63
Harvest blend salsa,"en:condiments,en:sauces,en:dips,en:groceries","Tomatoes, pumpkin, apples (apples, erythorbic acid), sweet potatoes (sweet potatoes, corn syrup, sugar), cranberry sauce (cranberries, high fructose corn syrup, corn syrup, citric acid), onions, bell peppers, cilantro, mild yellow peppers, garlic, cider vinegar, lime juice, sugar, salt, spices, xanthan gum, potassium sorbate (preservative).",0.0,7.14,0.0
"Artisan dip, caramel","en:condiments,en:sauces,en:dips,en:groceries","Apple juice concentrate, glucose, butter, brown sugar, cream (cream, milk, carrageenan, mono - and diglycerides, carboxymethyl cellulose, polysorbate 80), liquid sugar, water, modified cornstarch, lemon juice concentrate, salt, spice, potassium sorbate (preservative).",17.07,41.46,0.0
"Cranberry relish made with cranberries and fresh clementines, orange",en:salted-snacks,"Sugar, cranberries, water, clementines, stem ginger (ginger, sugar), lemon & orange juice concentrates, pectin, orange peel, potassium sorbate (preservative), citric acid.",0.0,38.89,0.0
"Vinaigrette, pumpkin","en:condiments,en:sauces,en:groceries","Water, soybean oil, sugar, pumpkin, brown sugar, cider vinegar, distilled vinegar, salt, contains less than 2% of spice, xanthan gum, sodium benzoate (a preservative), potassium sorbate (a preservative), natural flavor, calcium disodium edta to protect flavor.",26.67,23.33,0.0
"Vinaigrette, cranberry orange","en:condiments,en:sauces,en:groceries","Water, soybean oil, sugar, cranberry juice (water, cranberry juice concentrate), red wine vinegar, orange juice (water, orange juice concentrate), contains less than 2% of salt, extra virgin olive oil, garlic*, xanthan gum, citric acid, red bell pepper*, onion*, potassium sorbate (a preservative), sodium benzoate (a preservative), spice, natural flavor, calcium disodium edta to protect flavor.",16.67,16.67,0.0
"Virginia peanuts, lightly salted",en:snacks,"Peanuts, peanut oil, sea salt.",46.67,0.0,26.67
"Super extra large virginia peanuts, sea salt & cracked pepper",en:snacks,"Peanuts, peanut oil, sea salt, cracked black pepper.",46.67,0.0,23.33
"Snack mix, sweet n' savory",en:snacks,"Crab town seasoned peanuts (peanuts, peanut oil, seafood seasoning [salt, paprika, mustard seed, red pepper and spices]), honey toasted peanuts (peanuts, sugar, butter, honey and sea salt), peanut butter pretzels (enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), peanut butter [roasted peanuts, sugar, salt], salt, contains less than 2% of high oleic canola oil and/or soybean oil, salt, corn syrup, barley malt extract, leavening [yeast, sodium bicarbonate and/or ammonium bicarbonate), sesame sticks (unbleached wheat flour [wheat flour, malted barley flour], soybean oil, sesame seeds, bulgur wheat, oat bran, salt, beet powder [color], turmeric [color], maltodextrin, xanthan gum, roasted sunflower seeds (sunflower seeds, peanut oil and salt), honey sesame sticks (unbleached wheat flour [wheat flour, malted barley flour], soybean oil, sesame seeds, bulgur wheat, oat bran, honey coating [sugar, wheat starch, honey], salt, beet powder [color], turmeric [color], maltodextrin, xanthan gum).",36.67,10.0,16.67
Mushrooms,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables","Mushrooms, water, salt, citric acid (preservative), ascorbic acid (to maintain color).",0.0,2.65,1.77
Whole mushrooms,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables","Mushrooms, water, salt, citric acid (preservative), ascorbic acid (to maintain color).",0.0,2.65,1.77
Sliced mushrooms,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables","Mushrooms, water, salt, citric acid (preservative), ascorbic acid (to maintain color).",0.0,2.65,1.77
Stems & pieces mushrooms,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables","Mushrooms, water, citric acid (preservative), ascorbic acid (to maintain color).",0.0,2.65,1.77
Stems & pieces mushrooms,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:canned-foods,en:vegetables-based-foods,en:canned-plant-based-foods,en:canned-vegetables","Mushrooms, water, salt, citric acid (preservative), ascorbic acid (to maintain color).",0.0,2.65,1.77
"Buffalo style hummus, great fusion","en:condiments,en:sauces,en:dips,en:groceries","Chickpea, tahini (sesame seeds), hot sauce (aged cayenne red peppers, distilled vinegar, water, salt, garlic powder), canola oil, water, garlic puree (garlic, canola oil, citric acid), lemon juice concentrate, sea salt, citric acid.",13.33,3.33,10.0
"Hummus, sweet potato","en:condiments,en:sauces,en:dips,en:groceries","Chickpeas, sweet potato, tahini (sesame seed paste), honey, lemon juice, olive oil, canola oil, garlic, sea salt, spices.",10.0,10.0,6.67
"Mini rice cakes, apple",en:snacks,"Organic whole grain brown rice, organic apple juice concentrate.",0.0,14.29,14.29
"Mini rice cakes, blueberry",en:snacks,"Organic whole grain brown rice, organic apple juice concentrate, organic blueberry juice concentrate.",0.0,14.29,14.29
Pizza kit with pepperoni,"en:meals,en:pizzas-pies-and-quiches,en:pizzas","Crust (enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, enzyme, folic acid], water, soybean oil, pre-mix blend [glucono delta lactone, salt, sodium bicarbonate, dough conditioner blend {wheat flour, yeast, wheat gluten, contains 2% or less of enzyme, ascorbic acid, l. cysteine, soy oil}, cellulose gum, sodium propionate {preservative}, with not more than 2% of soybean oil and calcium silicate {processing aids}], high fructose corn syrup, white distilled vinegar, yeast, glucono delta lactone), cheese blend (low moisture part-skim mozzarella cheese [pasteurized part-skim milk, cheese cultures, salt, enzymes], muenster cheese [pasteurized milk, cheese cultures, salt, enzymes], powdered cellulose [to prevent caking], natamycin [a natural mold inhibitor]), pizza sauce (water, tomato paste, spice blend [sugar, salt, dehydrated garlic, natural spices, soybean oil {processing aid}], high fructose corn syrup, food starch - modified, citric acid), pepperoni (pork, beef, salt, contains 2% or less of: spices, dextrose, lactic acid starter culture, natural flavor, oleoresin of paprika, sodium ascorbate, sodium nitrite, citric acid).",8.74,2.73,11.48
"Scones with icing, blueberry","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries","Blueberry scones (bleached enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, pie shortening [palm oil, soybean oil], sugar, infused blueberry [sucrose, blueberry, sunflower oil], eggs, nonfat dry milk, encapsulated baking soda [sodium bicarbonate, hydrogenated vegetable oil], salt, natural flavor), lemon flavored icing (sugar, corn syrup, powdered sugar [sugar, food starch], water, natural flavors, shortening [hydrogenated palm kernel oil, soy lecithin], artificial flavor, mono - & diglycerides, titanium dioxide [color], salt, food starch - modified, potassium sorbate [preservative], sodium benzoate [preservative], agar, modified cellulose gum).",17.65,23.53,5.88
Mountain mix,en:snacks,"Raisins (raisins, sunflower oil), peanuts, milk chocolate buttons (milk chocolate [sugar, cocoa butter, chocolate liquor, whole milk powder, soy lecithin {an emulsifier}, salt, vanilla], sugar, artificial coloring [includes red 40 lake, yellow 6 lake, yellow 6, yellow 5 lake, blue 2 lake, blue 1 lake], gum arabic, corn syrup, confectioner's glaze), almonds, cashews, canola and/or peanut oil, salt.",30.0,36.67,13.33
Large brown eggs,"en:farming-products,en:eggs",,10.0,0.0,12.0
Large white eggs,"en:farming-products,en:eggs",,10.0,0.0,12.0
Artisan baguette,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Enriched wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, contains 2% or less of: durum wheat sourdough, fermented rye flour, salt, yeast, malt.",0.0,1.79,7.14
Artisan ciabatta,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, contains less than 2% of each of the following: salt, yeast, wheat flour, ascorbic acid added as a dough conditioner, enzymes.",0.88,0.0,8.77
"Mandarin orange sparkling seltzer water, mandarin orange","en:beverages,en:waters","Carbonated water, natural flavor.",0.0,0.0,0.0
"Sparkling seltzer water, raspberry","en:beverages,en:waters","Carbonated water, natural flavor.",0.0,0.0,0.0
"Sparkling seltzer water, ruby red grapefruit","en:beverages,en:waters","Carbonated water, natural flavor.",0.0,0.0,0.0
Organic raw walnut halves & pieces,en:snacks,Organic walnuts.,66.67,3.33,16.67
Organic raw cashews,en:snacks,Organic cashews.,43.33,6.67,16.67
Organic raw pine nuts,en:snacks,Organic pine nuts.,60.0,0.0,10.0
"Whole cashews, roasted salted",en:snacks,"Organic cashews (roasted in organic high oleic sunflower oil), sea salt.",46.67,3.33,16.67
Organic raw pecan halves & pieces,en:snacks,Organic pecans.,73.33,3.33,10.0
"Whole cashews, roasted unsalted",en:snacks,Organic cashews (roasted in organic high oleic sunflower oil).,46.67,3.33,16.67
Organic raw whole almonds,en:snacks,Organic almonds.,50.0,3.33,20.0
Whole hulled sunflower seeds,en:snacks,Organic hulled sunflower seeds.,50.0,3.33,20.0
"Organic almonds, roasted salted",en:snacks,"Organic almonds (roasted in organic high oleic sunflower oil), sea salt.",53.33,3.33,20.0
"Organic whole shelled pepitas, raw",en:snacks,Organic pepitas.,50.0,0.0,30.0
Organic raw whole hazelnuts,en:snacks,Organic hazelnuts.,60.0,3.33,13.33
"Deluxe mixed nuts, roasted salted",en:snacks,"Organic cashews*, organic almonds*, organic peanuts*, organic pecans, organic walnuts.",53.33,3.33,16.67
